Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Gender,Age,Claim
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,26,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,43,Yes
C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,252.85,63.21,M,48,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,56,Yes
C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,252.85,63.21,M,42,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,27,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,46,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,M,65,Yes
CCR,Airlines,Online,Gold Plan,33,SRI LANKA,42.12227866995809,16.230403809662686,F,34,Yes
CSR,Airlines,Online,Premier Plan,26,SWITZERLAND,51.94335585504658,23.21925385182493,F,37,Yes
CCR,Airlines,Online,Silver Plan,18,SRI LANKA,48.013944238345935,18.098764753111936,F,40,Yes
C2B,Airlines,Online,Bronze Plan,28,SINGAPORE,56.181373101761444,14.680721438850215,F,24,Yes
JZI,Airlines,Online,Single Trip Travel Protect Platinum,24,"TAIWAN, PROVINCE OF CHINA",47.383683142670414,25.83837100800735,F,39,Yes
JZI,Airlines,Online,Single Trip Travel Protect Gold,27,THAILAND,48.809351238745116,27.86682383120655,F,37,Yes
JZI,Airlines,Online,Single Trip Travel Protect Platinum,25,"TAIWAN, PROVINCE OF CHINA",45.7257260288732,25.440161375781507,F,34,Yes
JZI,Airlines,Online,Single Trip Travel Protect Gold,28,THAILAND,49.186554101889975,26.770713857575434,F,34,Yes
CCR,Airlines,Online,Single Trip Travel Protect Gold,19,SWEDEN,47.920792278520736,19.242670819765323,F,40,Yes
CSR,Airlines,Online,Premier Plan,32,SWITZERLAND,43.78115201204163,21.10038197820794,F,35,Yes
CBH,Airlines,Online,Comprehensive Plan,34,SPAIN,41.64419905553407,14.826898655889293,F,34,Yes
CBH,Airlines,Online,Silver Plan,16,SPAIN,48.18140564155381,16.04233872171924,F,41,Yes
CBH,Airlines,Online,Comprehensive Plan,24,SPAIN,55.53147054544492,17.89826165196233,F,36,Yes
CSR,Airlines,Online,Single Trip Travel Protect Gold,22,SWITZERLAND,44.75875821963507,21.562620460736618,F,32,Yes
CBH,Airlines,Online,Comprehensive Plan,28,SPAIN,54.45124435339076,17.671112391297235,F,27,Yes
C2B,Airlines,Online,Comprehensive Plan,35,SPAIN,40.895951008169696,12.630256173983888,F,33,Yes
C2B,Airlines,Online,Bronze Plan,28,SINGAPORE,55.34123617476841,16.132831790558182,F,25,Yes
KML,Airlines,Online,Single Trip Travel Protect Platinum,27,UNITED ARAB EMIRATES,47.10495111247074,29.261200338859382,F,38,Yes
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,48.35840168719678,13.86882728122356,F,41,Yes
CBH,Airlines,Online,Silver Plan,18,SRI LANKA,43.4049093417403,16.133686460378602,F,29,Yes
JWT,Airlines,Online,Single Trip Travel Protect Platinum,24,"TAIWAN, PROVINCE OF CHINA",47.44233882024189,25.118079287429566,F,39,Yes
KML,Airlines,Online,Single Trip Travel Protect Platinum,28,UNITED ARAB EMIRATES,47.49161876835673,29.820954287294033,F,37,Yes
CBH,Airlines,Online,Comprehensive Plan,34,SPAIN,41.350175577897836,13.963729732257224,F,33,Yes
JZI,Airlines,Online,Silver Plan,28,"TAIWAN, PROVINCE OF CHINA",49.375372089782545,26.444356872186386,F,34,Yes
C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,57.151336912718236,15.49608194233766,F,36,Yes
JWT,Airlines,Online,Premier Plan,28,SWITZERLAND,50.73881837828354,24.087747603008864,F,32,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,220.86072308802983,55.214851007890225,F,28,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,235.1663296796353,58.79028212617208,F,25,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,247.10025190908817,61.77295305516152,F,23,Yes
C2B,Airlines,Online,Annual Silver Plan,381,SINGAPORE,216.0,54.0,F,33,Yes
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,216.0,54.0,F,31,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,218.69546216864185,54.67386554216046,F,29,Yes
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,235.70623145201347,58.92522094092385,F,32,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,249.35076756900466,62.337691892251165,F,26,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,221.51765007149086,55.379038186117526,F,28,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,242.87282986213867,60.71638434274891,F,38,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,238.7132865509387,59.676780709203406,F,36,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,237.6518326040775,59.412958151019374,F,27,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,228.19279202631557,57.0473708158037,F,33,Yes
C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,216.0,54.0,F,32,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,239.0897552449071,59.77087234207855,F,24,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,220.2343953940524,55.058311576098305,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,216.0,54.0,F,31,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,237.58499325811468,59.39624831452867,F,28,Yes
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,226.94852679074882,56.7363889211071,F,31,Yes
C2B,Airlines,Online,Annual Silver Plan,381,SINGAPORE,216.0,54.0,F,33,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,228.51603048119952,57.128158500185826,F,33,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,216.89226969168408,54.22306742292102,F,29,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,248.93951733566183,62.23264463124683,F,39,Yes
C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,216.0,54.0,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,228.66129020936185,57.16446357742803,F,27,Yes
C2B,Airlines,Online,Annual Silver Plan,374,SINGAPORE,216.0,54.0,F,32,Yes
C2B,Airlines,Online,Comprehensive Plan,4,SINGAPORE,25.267431262324276,6.318782891956264,F,25,Yes
C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,26.814762366375515,6.703896411186795,F,22,Yes
C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,26.98663623621988,6.746678150146085,F,22,Yes
C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,28.407564602889614,7.101891150722404,F,22,Yes
C2B,Airlines,Online,Gold Plan,6,SINGAPORE,34.879092632343585,8.719773158085896,F,24,Yes
C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,26.841468814801154,6.71054334946162,F,22,Yes
C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,26.85748164080537,6.714528763933782,F,22,Yes
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,24.819488214657753,6.207097065690298,F,23,Yes
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,24.110343505616235,6.0317139571103215,F,22,Yes
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,23.80222555574506,5.9538194240834645,F,24,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,22.209482195585878,5.557258832370361,F,25,Yes
C2B,Airlines,Online,Premier Plan,8,SINGAPORE,38.3245638452981,9.581140961324525,F,25,Yes
C2B,Airlines,Online,Comprehensive Plan,4,SINGAPORE,30.889151135356,7.722287783839,F,23,Yes
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,25.72387614876968,6.432271204387553,F,23,Yes
C2B,Airlines,Online,Comprehensive Plan,3,SINGAPORE,26.052685310777218,6.514223899571219,F,24,Yes
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,23.854889594488565,5.968215413487158,F,22,Yes
C2B,Airlines,Online,Comprehensive Plan,3,SINGAPORE,25.961186848016535,6.491450948839671,F,24,Yes
C2B,Airlines,Online,Comprehensive Plan,4,SINGAPORE,31.280173682541363,7.820043420635341,F,23,Yes
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,25.803443268768124,6.452570183950933,F,22,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,6,SINGAPORE,24.148700490051468,6.040343233079476,F,28,Yes
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,24.860691992620907,6.217355965509696,F,23,Yes
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,26.105868094561536,6.527744354933867,F,22,Yes
C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,26.987122133000142,6.746798930202893,F,22,Yes
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,24.864388848966165,6.219148085314446,F,22,Yes
C2B,Airlines,Online,Premier Plan,8,SINGAPORE,22.597266216230935,5.654208480484143,F,31,Yes
C2B,Airlines,Online,Gold Plan,5,SINGAPORE,24.979789530493125,6.247192060922733,F,26,Yes
C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,261.3217490025497,65.32902616439098,M,67,Yes
C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,266.9791544686359,66.7441047038516,M,65,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,45,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,45,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,253.55917400219926,63.38757270291289,F,66,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,43,Yes
C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,263.4052738485384,65.85017518113827,M,66,Yes
C2B,Airlines,Online,Annual Silver Plan,369,SINGAPORE,274.355497709435,68.58913863014917,M,61,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,258.8254089539909,64.70620476170795,F,28,Yes
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,252.85,63.21,M,52,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,M,69,Yes
C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,266.7817227568981,66.69472139909044,M,65,Yes
C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,252.85,63.21,M,65,Yes
C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,267.71523914122776,66.92822048442535,M,64,Yes
C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,278.93300487477984,69.73410379001562,M,59,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,M,64,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,48,Yes
C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,289.0082432336026,72.25420839750524,M,54,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,257.9371589026189,64.48244360212036,M,69,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,59,Yes
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,287.0034204568881,71.75274501402367,M,55,Yes
C2B,Airlines,Online,Bronze Plan,46,SINGAPORE,70.03903878745999,17.50751281328872,F,26,Yes
C2B,Airlines,Online,Silver Plan,40,SINGAPORE,93.87544458162988,23.46886114540747,F,33,Yes
C2B,Airlines,Online,Comprehensive Plan,36,SINGAPORE,72.36914519363023,18.095774951246263,F,27,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,49,SINGAPORE,97.50152890152772,24.3764773178675,F,33,Yes
C2B,Airlines,Online,Silver Plan,54,PORTUGAL,109.25900727415357,27.43800355589423,F,36,Yes
C2B,Airlines,Online,Silver Plan,32,SINGAPORE,86.31152156861182,21.577880392152956,F,32,Yes
C2B,Airlines,Online,Silver Plan,42,SINGAPORE,95.65140370060008,23.91285092515002,F,34,Yes
C2B,Airlines,Online,Silver Plan,45,SINGAPORE,99.24962381565356,24.81240595391339,F,34,Yes
C2B,Airlines,Online,Comprehensive Plan,48,SINGAPORE,78.0218393180811,19.503673315063416,F,28,Yes
CSR,Airlines,Online,Spouse or Parents Comprehensive Plan,32,HONG KONG,130.89476877898414,43.142582165435044,F,43,Yes
CBH,Airlines,Online,Single Trip Travel Protect Platinum,43,MACAO,120.43745353994514,35.55201369020156,F,39,Yes
C2B,Airlines,Online,Premier Plan,55,SINGAPORE,103.16041657489959,25.790104143724896,F,34,Yes
C2B,Airlines,Online,Silver Plan,22,SINGAPORE,75.88806379383794,18.972015948459486,F,31,Yes
C2B,Airlines,Online,Gold Plan,58,SINGAPORE,79.56608807643917,19.891522019109793,F,29,Yes
C2B,Airlines,Online,Comprehensive Plan,59,SINGAPORE,70.9510225443129,17.737755636078226,F,27,Yes
C2B,Airlines,Online,Comprehensive Plan,35,SINGAPORE,71.39469081056797,17.85225416066003,F,27,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,51,SINGAPORE,92.53220788603335,23.132102271847785,F,31,Yes
C2B,Airlines,Online,Gold Plan,57,SINGAPORE,84.36274490995305,21.090686227488263,F,30,Yes
JWT,Airlines,Online,Travel Cruise Protect,29,DENMARK,134.0651343700534,45.44383029274567,F,44,Yes
C2B,Airlines,Online,Comprehensive Plan,34,SINGAPORE,68.44103610736742,17.114121785307823,F,26,Yes
C2B,Airlines,Online,Comprehensive Plan,34,SINGAPORE,68.87238358899559,17.22191757500233,F,26,Yes
C2B,Airlines,Online,Bronze Plan,32,SINGAPORE,65.33687047299583,16.338376011537243,F,26,Yes
C2B,Airlines,Online,Bronze Plan,61,SINGAPORE,55.065179939971955,13.766294984992989,F,23,Yes
C2B,Airlines,Online,Bronze Plan,32,SINGAPORE,65.57751885815222,16.398515188932517,F,26,Yes
C2B,Airlines,Online,Gold Plan,49,SINGAPORE,84.31106926904093,21.076343503492588,F,29,Yes
C2B,Airlines,Online,Silver Plan,33,SINGAPORE,87.17663122201509,21.794157805503772,F,33,Yes
C2B,Airlines,Online,Premier Plan,14,SINGAPORE,49.945071613298346,12.490108754971674,F,41,Yes
CBH,Airlines,Online,Single Trip Travel Protect Gold,11,SPAIN,43.46053814657501,11.941426588710549,F,44,Yes
CCR,Airlines,Online,Single Trip Travel Protect Silver,9,SWEDEN,40.15414388858798,11.81770344873426,F,45,Yes
C2B,Airlines,Online,Premier Plan,14,SINGAPORE,50.09741198623968,12.528071650046895,F,40,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,16,SINGAPORE,51.7665599880322,12.944019761723531,F,39,Yes
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,45.04899676165684,11.264594572538561,F,33,Yes
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,43.10065255166186,10.776009793724436,F,28,Yes
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,43.75950505975552,10.94122973036946,F,30,Yes
C2B,Airlines,Online,Premier Plan,13,SINGAPORE,48.697797278729865,12.1792906587637,F,41,Yes
C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,55.99502282132845,13.997743654940672,F,37,Yes
JWT,Airlines,Online,Basic Plan,17,MALAYSIA,31.73010165399704,10.652435983568388,F,38,Yes
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,46.49563910895818,11.627367961169513,F,37,Yes
C2B,Airlines,Online,Silver Plan,12,SINGAPORE,46.74708424402557,12.06440702332483,F,42,Yes
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,44.31905837312949,11.081548484338624,F,31,Yes
C2B,Airlines,Online,Premier Plan,13,PORTUGAL,47.30425266559822,12.024644964590546,F,41,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,45.82351996419217,11.459095671024171,F,36,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,16,SINGAPORE,51.44103594926641,12.862899867571201,F,40,Yes
C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,56.90024397783897,14.223322830841155,F,36,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,13,PHILIPPINES,44.96492180519797,11.818530948241767,F,41,Yes
C2B,Airlines,Online,Premier Plan,13,SINGAPORE,49.29340244916873,12.327714193215309,F,41,Yes
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,47.0753107227457,11.772731765857769,F,38,Yes
CCR,Airlines,Online,Single Trip Travel Protect Platinum,10,SRI LANKA,41.07022979921861,11.85198279248689,F,45,Yes
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,46.5772271809451,11.647827739221619,F,37,Yes
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,56.916445402926044,14.2273601913174,F,36,Yes
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,42.51392044787289,10.629489392266805,F,29,Yes
CSR,Airlines,Online,Bronze Plan,16,MYANMAR,33.79411851186054,10.834292604017982,F,38,Yes
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,57.45901562619749,14.362567530378627,F,36,Yes
C2B,Airlines,Online,Bronze Plan,33,SINGAPORE,43.16123571067285,10.789866177568678,F,33,Yes
C2B,Airlines,Online,Gold Plan,19,SINGAPORE,51.42794295825757,12.855498682315456,M,31,Yes
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,56.23974973573241,14.057691416624628,M,34,Yes
C2B,Airlines,Online,Gold Plan,18,SINGAPORE,54.06235142766486,13.516126077696162,F,38,Yes
C2B,Airlines,Online,Bronze Plan,35,SINGAPORE,40.41879866797051,10.104641011717003,F,33,Yes
C2B,Airlines,Online,Comprehensive Plan,20,SINGAPORE,55.34444960892779,13.835622202010883,F,37,Yes
C2B,Airlines,Online,Bronze Plan,28,SINGAPORE,50.11665122492448,12.52774590830046,F,34,Yes
C2B,Airlines,Online,Bronze Plan,35,SINGAPORE,41.37147733177035,10.342677249282675,F,33,Yes
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,51.35995433726291,12.838397554296504,F,34,Yes
C2B,Airlines,Online,Gold Plan,18,SINGAPORE,48.75613197470571,12.187967357718271,M,30,Yes
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,57.35134352881884,14.338106195933493,F,31,Yes
C2B,Airlines,Online,Bronze Plan,34,SINGAPORE,42.16094109685787,10.53993262139978,F,33,Yes
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,57.926906394224844,14.479240186258371,F,35,Yes
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,57.48553905142346,14.370909545903512,F,32,Yes
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,57.315398550909755,14.329319645777941,F,31,Yes
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,57.516657006100544,14.3785161570468,F,33,Yes
C2B,Airlines,Online,Premier Plan,15,SINGAPORE,43.38785523033196,10.846744902972526,M,26,Yes
C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,57.2451336481233,14.312143780652363,F,30,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,20,SINGAPORE,67.83189846396432,16.957238202292135,F,32,Yes
C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,57.63514173956346,14.407479091893292,F,34,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,18,SINGAPORE,48.13369047729178,12.032455160257127,M,29,Yes
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,57.90371941021137,14.473439343614718,F,35,Yes
C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,57.81417150702106,14.451241923938483,F,35,Yes
C2B,Airlines,Online,Comprehensive Plan,19,SINGAPORE,54.135102690981086,13.534255536896891,F,38,Yes
C2B,Airlines,Online,Premier Plan,14,SINGAPORE,49.52985841488672,12.38663851408407,F,41,Yes
CCR,Airlines,Online,Comprehensive Plan,13,NETHERLANDS,26.289466445200794,8.090626878417051,F,35,Yes
JWT,Airlines,Online,Basic Plan,17,MALAYSIA,29.754122294673614,10.3744954669334,F,37,Yes
C2B,Airlines,Online,Premier Plan,9,PORTUGAL,22.96574770373806,5.93242550896058,F,32,Yes
CCR,Airlines,Online,Basic Plan,12,NEW ZEALAND,30.27912145718951,9.048568422614538,F,33,Yes
JWT,Airlines,Online,Basic Plan,16,MYANMAR,30.103697054362577,9.960775317314594,F,36,Yes
CCR,Airlines,Online,Basic Plan,15,NEW ZEALAND,25.388533625430238,7.598862293466871,F,30,Yes
JWT,Airlines,Online,Basic Plan,17,MALAYSIA,29.95650050833529,10.477796346428534,F,37,Yes
CSR,Airlines,Online,Comprehensive Plan,14,NEPAL,27.265498566395657,8.724397069112912,F,35,Yes
JWT,Airlines,Online,Basic Plan,17,MALAYSIA,29.552244408913225,10.209257369520987,F,37,Yes
CCR,Airlines,Online,Basic Plan,15,NEW ZEALAND,25.86998594467388,7.901750651269516,F,31,Yes
CSR,Airlines,Online,Basic Plan,17,MYANMAR,28.218382702821984,9.379159751015857,F,35,Yes
JZI,Airlines,Online,Bronze Plan,17,MACAO,29.79607743403241,10.514274579617732,F,39,Yes
JWT,Airlines,Online,Basic Plan,17,MALAYSIA,28.6128238099025,9.791937022967625,F,37,Yes
JWT,Airlines,Online,Basic Plan,17,MALAYSIA,28.804711322726185,9.889883083861106,F,37,Yes
JZI,Airlines,Online,Spouse or Parents Comprehensive Plan,17,INDONESIA,28.18394440447589,10.627123891686688,F,47,Yes
JWT,Airlines,Online,Bronze Plan,16,MYANMAR,27.884951322064662,9.420405587871267,F,37,Yes
CSR,Airlines,Online,Basic Plan,14,NEPAL,30.18421781529124,9.542067360485554,F,35,Yes
JWT,Airlines,Online,Basic Plan,17,MALAYSIA,29.498590840388147,10.244063324615515,F,37,Yes
JZI,Airlines,Online,Basic Plan,17,MACAO,29.908859414641945,10.506379840975065,F,38,Yes
C2B,Airlines,Online,Premier Plan,12,PORTUGAL,19.11507361986542,4.9439549694443485,F,36,Yes
JZI,Airlines,Online,Individual Comprehensive Plan,17,"KOREA, REPUBLIC OF",29.265615120275477,10.551406941580717,F,41,Yes
JZI,Airlines,Online,Basic Plan,17,MACAO,29.907355458549898,10.506485117901507,F,38,Yes
CSR,Airlines,Online,Basic Plan,16,NEPAL,27.292033127130868,8.796380334410179,F,33,Yes
CSR,Airlines,Online,Bronze Plan,15,MYANMAR,28.292400127275947,9.391198482644514,F,36,Yes
CSR,Airlines,Online,Basic Plan,15,NEPAL,30.14774590851335,9.731721275730582,F,35,Yes
JZI,Airlines,Online,Silver Plan,17,JAPAN,28.89343404419535,10.577459616906326,F,43,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,166.16257092643303,41.54064273160826,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,210.0783890740829,52.51959726852073,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,374,SINGAPORE,219.78952556040514,54.94578123970497,M,32,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,206.37835607416605,51.593353897254794,F,26,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,214.53134535850853,53.63137930790806,F,25,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,195.74273833823213,48.93568458455803,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,203.83648725339268,50.95795587738591,F,35,Yes
C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,194.70714693307417,48.67678673326854,M,32,Yes
C2B,Airlines,Online,Annual Silver Plan,378,SINGAPORE,243.03227135401764,60.755835060296626,M,33,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,162.1758737771273,40.54393643900754,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,378,SINGAPORE,246.61942457596328,61.65252572960389,M,33,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,163.7039959075281,40.92599897688203,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,378,SINGAPORE,241.77121691050456,60.440605773164776,M,33,Yes
C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,186.79590662165526,46.698976655413816,M,31,Yes
C2B,Airlines,Online,Annual Silver Plan,369,SINGAPORE,187.8885261178971,46.971399669754135,M,31,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,167.69307355247912,41.923086214098205,F,29,Yes
C2B,Airlines,Online,Annual Silver Plan,376,SINGAPORE,229.75018388956863,57.435674709901974,M,32,Yes
C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,225.27512788069498,56.31703251105887,M,32,Yes
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,182.34341578479555,45.58527301490371,M,30,Yes
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,181.32519811866018,45.33074631251429,M,30,Yes
C2B,Airlines,Online,Annual Silver Plan,374,SINGAPORE,220.26912309516217,55.06566756956912,M,32,Yes
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,173.74725856464556,43.43681464116139,M,30,Yes
C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,227.7494867929894,56.93555489131232,M,32,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,180.30543015832518,45.07583207877133,F,32,Yes
C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,182.9997957372349,45.749948934308726,M,31,Yes
C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,188.6705820887732,47.1676455221933,M,32,Yes
KML,Airlines,Online,Single Trip Travel Protect Platinum,21,"KOREA, REPUBLIC OF",26.99890706068231,17.114344272296375,F,75,Yes
KML,Airlines,Online,Spouse or Parents Comprehensive Plan,14,NEW ZEALAND,29.54587218032245,14.568376310118229,F,63,Yes
KML,Travel Agency,Online,Single Trip Travel Protect Silver,21,JAPAN,26.5487634712733,17.01576581620597,F,75,Yes
CCR,Airlines,Online,Silver Plan,8,NEW ZEALAND,18.336917866632042,7.66144807323478,F,53,Yes
JZI,Airlines,Online,Gold Plan,19,LAO PEOPLE'S DEMOCRATIC REPUBLIC,28.700634459130814,12.998494311442752,F,52,Yes
KML,Travel Agency,Online,Single Trip Travel Protect Silver,21,JAPAN,26.673865013050154,16.466153042666328,F,72,Yes
KML,Travel Agency,Online,Travel Cruise Protect,17,INDONESIA,27.844752417558645,11.322054378859027,F,50,Yes
CBH,Airlines,Online,Silver Plan,15,NORWAY,43.378981581714726,13.317145178784315,F,49,Yes
KML,Travel Agency,Online,Travel Cruise Protect,17,INDONESIA,27.889760539147296,11.124318698012882,F,50,Yes
KML,Travel Agency,Online,Spouse or Parents Comprehensive Plan,19,ITALY,27.277705437843057,13.813280776409504,F,61,Yes
CSR,Airlines,Online,Single Trip Travel Protect Gold,11,NETHERLANDS,20.004505431132394,9.616150714057799,F,57,Yes
JWT,Airlines,Online,Single Trip Travel Protect Gold,15,MYANMAR,22.271124439229485,12.273022386157693,F,64,Yes
KML,Airlines,Online,Single Trip Travel Protect Silver,18,MALAYSIA,27.98003672626693,15.93667559920059,F,69,Yes
KML,Airlines,Online,Individual Comprehensive Plan,20,LAO PEOPLE'S DEMOCRATIC REPUBLIC,28.082090403924045,14.187866166168906,F,58,Yes
KML,Airlines,Online,Single Trip Travel Protect Gold,21,"KOREA, REPUBLIC OF",26.958139572203326,16.34906305116332,F,71,Yes
JZI,Airlines,Online,Bronze Plan,18,MACAO,29.250385772899836,11.941401070966887,F,46,Yes
